match_id,date,team_a,team_b,team_a_goals,team_b_goals,winner,is_draw,tournament,stage,city,country,venue,neutral,source,last_updated
1930-07-21-uruguay-romania,1930-07-21,Uruguay,Romania,4.0,0.0,Uruguay,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1930-07-22-argentina-chile,1930-07-22,Argentina,Chile,3.0,1.0,Argentina,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1930-07-26-argentina-united-states,1930-07-26,Argentina,United States,6.0,1.0,Argentina,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1930-07-27-uruguay-yugoslavia,1930-07-27,Uruguay,Yugoslavia,6.0,1.0,Uruguay,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1930-07-30-uruguay-argentina,1930-07-30,Uruguay,Argentina,4.0,2.0,Uruguay,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-sweden-argentina,1934-05-27,Sweden,Argentina,3.0,2.0,Sweden,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-austria-france,1934-05-27,Austria,France,3.0,2.0,Austria,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-germany-belgium,1934-05-27,Germany,Belgium,5.0,2.0,Germany,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-spain-brazil,1934-05-27,Spain,Brazil,3.0,1.0,Spain,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-czechoslovakia-romania,1934-05-27,Czechoslovakia,Romania,2.0,1.0,Czechoslovakia,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-hungary-egypt,1934-05-27,Hungary,Egypt,4.0,2.0,Hungary,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-italy-united-states,1934-05-27,Italy,United States,7.0,1.0,Italy,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-27-switzerland-netherlands,1934-05-27,Switzerland,Netherlands,3.0,2.0,Switzerland,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-31-austria-hungary,1934-05-31,Austria,Hungary,2.0,1.0,Austria,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1934-05-31-czechoslovakia-switzerland,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,Czechoslovakia,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
