match_id,date,team_a,team_b,team_a_goals,team_b_goals,winner,is_draw,tournament,stage,city,country,venue,neutral,source,last_updated
1966-07-16-bulgaria-portugal-fifa-world-cup,1966-07-16,Bulgaria,Portugal,0.0,3.0,Portugal,False,FIFA World Cup,,Manchester,England,,True,kaggle_international_results,2026-07-05T21:50:39+00:00
1966-07-16-portugal-bulgaria,1966-07-16,Portugal,Bulgaria,3.0,0.0,Portugal,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1966-07-19-brazil-portugal-fifa-world-cup,1966-07-19,Brazil,Portugal,1.0,3.0,Portugal,False,FIFA World Cup,,Liverpool,England,,True,kaggle_international_results,2026-07-05T21:50:39+00:00
1966-07-19-portugal-brazil,1966-07-19,Portugal,Brazil,3.0,1.0,Portugal,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1966-07-20-bulgaria-hungary-fifa-world-cup,1966-07-20,Bulgaria,Hungary,1.0,3.0,Hungary,False,FIFA World Cup,,Manchester,England,,True,kaggle_international_results,2026-07-05T21:50:39+00:00
1966-07-20-hungary-bulgaria,1966-07-20,Hungary,Bulgaria,3.0,1.0,Hungary,False,,,,,,,kaggle_world_cup_historical,2026-07-05T21:50:39+00:00
1969-02-02-uganda-cameroon-african-cup-of-nations-qualification,1969-02-02,Uganda,Cameroon,2.0,1.0,Uganda,False,African Cup of Nations qualification,,Kampala,Uganda,,False,kaggle_international_results,2026-07-05T21:50:39+00:00
1969-02-02-cameroon-uganda-african-cup-of-nations-qualification,1969-02-02,Cameroon,Uganda,2.0,0.0,Cameroon,False,African Cup of Nations qualification,,Yaoundé,Cameroon,,False,kaggle_international_results,2026-07-05T21:50:39+00:00
1969-06-29-zambia-cameroon-african-cup-of-nations-qualification,1969-06-29,Zambia,Cameroon,2.0,2.0,Draw,True,African Cup of Nations qualification,,Ndola,Zambia,,False,kaggle_international_results,2026-07-05T21:50:39+00:00
1969-06-29-cameroon-zambia-african-cup-of-nations-qualification,1969-06-29,Cameroon,Zambia,2.0,1.0,Cameroon,False,African Cup of Nations qualification,,Yaoundé,Cameroon,,False,kaggle_international_results,2026-07-05T21:50:39+00:00
1970-06-02-bulgaria-peru-fifa-world-cup,1970-06-02,Bulgaria,Peru,2.0,3.0,Peru,False,FIFA World Cup,,León,Mexico,,True,kaggle_international_results,2026-07-05T21:50:39+00:00
