model,features,test_accuracy,test_macro_f1,test_log_loss,test_brier,test_ece
baseline_xgboost_25f,25,0.6074741228659766,0.4510675043406742,0.8607220399132883,0.5055903524650359,0.005348774672213715
challenger_E3_base_plus_player_experience,27,0.6074741228659766,0.4510833609568908,0.8609789054380776,0.5057986687218324,0.005333401674846576
