subset,support,base_accuracy,chal_accuracy,acc_diff,base_macro_f1,chal_macro_f1,base_log_loss,chal_log_loss,ll_diff,base_brier,chal_brier
all_test,7439,0.6074741228659766,0.6074741228659766,0.0,0.4510675043406742,0.4510833609568908,0.8607220399132883,0.8609789054380776,0.0002568655247893181,0.5055903524650359,0.5057986687218324
world_cup_finals,154,0.5974025974025974,0.5909090909090909,-0.00649350649350644,0.44588235294117645,0.44051574118019304,0.9138763022702874,0.9159533032253822,0.0020770009550947766,0.5338597328360308,0.5348656062592094
both_teams_wc_pedigree,2068,0.5406189555125726,0.5391682785299806,-0.0014506769825919363,0.40889639174597975,0.40853970033709147,0.9531600746430291,0.9533650619486942,0.00020498730566509415,0.568475050434764,0.5685732558777843
