simulation_id,finalist_1,finalist_2,finalist_pair_key,champion,runner_up,semifinalists,fallback_mapping_used
1745,Spain,England,England vs Spain,Spain,England,,True
1746,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1747,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1748,Spain,England,England vs Spain,England,Spain,,True
1749,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1750,Spain,England,England vs Spain,England,Spain,,True
1751,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1752,Spain,England,England vs Spain,England,Spain,,True
1753,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1754,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1755,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1756,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1757,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1758,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1759,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1760,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1761,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1762,Spain,England,England vs Spain,Spain,England,,True
1763,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1764,Spain,England,England vs Spain,Spain,England,,True
1765,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1766,Spain,England,England vs Spain,Spain,England,,True
1767,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1768,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1769,Spain,England,England vs Spain,England,Spain,,True
1770,Spain,England,England vs Spain,Spain,England,,True
1771,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1772,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1773,Spain,England,England vs Spain,Spain,England,,True
1774,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1775,Spain,England,England vs Spain,England,Spain,,True
1776,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1777,Spain,England,England vs Spain,Spain,England,,True
1778,Spain,England,England vs Spain,England,Spain,,True
1779,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1780,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1781,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1782,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1783,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1784,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1785,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1786,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1787,Spain,England,England vs Spain,Spain,England,,True
1788,Spain,England,England vs Spain,Spain,England,,True
1789,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1790,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1791,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1792,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1793,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1794,Spain,England,England vs Spain,Spain,England,,True
1795,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1796,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1797,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1798,Spain,England,England vs Spain,England,Spain,,True
1799,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1800,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1801,Spain,England,England vs Spain,Spain,England,,True
1802,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1803,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1804,Spain,England,England vs Spain,Spain,England,,True
1805,Spain,England,England vs Spain,Spain,England,,True
1806,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1807,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1808,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1809,Spain,England,England vs Spain,Spain,England,,True
1810,Spain,England,England vs Spain,England,Spain,,True
1811,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1812,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1813,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1814,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1815,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1816,Spain,England,England vs Spain,England,Spain,,True
1817,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1818,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1819,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1820,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1821,Spain,England,England vs Spain,Spain,England,,True
1822,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1823,Spain,England,England vs Spain,England,Spain,,True
1824,Spain,England,England vs Spain,Spain,England,,True
1825,Spain,England,England vs Spain,England,Spain,,True
1826,Spain,England,England vs Spain,Spain,England,,True
1827,Spain,England,England vs Spain,Spain,England,,True
1828,Spain,England,England vs Spain,Spain,England,,True
1829,Spain,England,England vs Spain,Spain,England,,True
1830,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1831,Spain,England,England vs Spain,England,Spain,,True
1832,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1833,Spain,England,England vs Spain,Spain,England,,True
1834,Spain,England,England vs Spain,Spain,England,,True
1835,Spain,England,England vs Spain,England,Spain,,True
1836,Spain,England,England vs Spain,England,Spain,,True
1837,Spain,England,England vs Spain,Spain,England,,True
1838,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1839,Spain,England,England vs Spain,England,Spain,,True
1840,Spain,England,England vs Spain,Spain,England,,True
1841,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1842,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1843,Spain,England,England vs Spain,Spain,England,,True
1844,Spain,England,England vs Spain,England,Spain,,True
1845,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1846,Spain,England,England vs Spain,England,Spain,,True
1847,Spain,England,England vs Spain,Spain,England,,True
1848,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1849,Spain,England,England vs Spain,Spain,England,,True
1850,Spain,England,England vs Spain,Spain,England,,True
1851,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1852,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1853,Spain,England,England vs Spain,Spain,England,,True
1854,Spain,England,England vs Spain,England,Spain,,True
1855,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1856,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1857,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1858,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1859,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1860,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1861,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1862,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1863,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1864,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1865,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1866,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1867,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1868,Spain,England,England vs Spain,England,Spain,,True
1869,Spain,England,England vs Spain,England,Spain,,True
1870,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1871,Spain,England,England vs Spain,Spain,England,,True
1872,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1873,Spain,England,England vs Spain,England,Spain,,True
1874,Spain,England,England vs Spain,England,Spain,,True
1875,Spain,England,England vs Spain,Spain,England,,True
1876,Spain,England,England vs Spain,Spain,England,,True
1877,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1878,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1879,Spain,England,England vs Spain,Spain,England,,True
1880,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1881,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1882,Spain,England,England vs Spain,Spain,England,,True
1883,Spain,England,England vs Spain,England,Spain,,True
1884,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1885,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1886,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1887,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1888,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1889,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1890,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1891,Spain,England,England vs Spain,England,Spain,,True
1892,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1893,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1894,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1895,Spain,England,England vs Spain,England,Spain,,True
1896,Spain,England,England vs Spain,Spain,England,,True
1897,Spain,England,England vs Spain,Spain,England,,True
1898,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1899,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1900,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1901,Spain,England,England vs Spain,Spain,England,,True
1902,Spain,England,England vs Spain,Spain,England,,True
1903,Spain,England,England vs Spain,Spain,England,,True
1904,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1905,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1906,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1907,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1908,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1909,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1910,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1911,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1912,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1913,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1914,Spain,England,England vs Spain,Spain,England,,True
1915,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1916,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1917,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1918,Spain,England,England vs Spain,Spain,England,,True
1919,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1920,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1921,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1922,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1923,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1924,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1925,Spain,England,England vs Spain,Spain,England,,True
1926,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1927,Spain,England,England vs Spain,Spain,England,,True
1928,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1929,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1930,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1931,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1932,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1933,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1934,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1935,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1936,Spain,England,England vs Spain,Spain,England,,True
1937,Spain,England,England vs Spain,Spain,England,,True
1938,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1939,Spain,England,England vs Spain,England,Spain,,True
1940,Spain,England,England vs Spain,Spain,England,,True
1941,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1942,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1943,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1944,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1945,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1946,Spain,England,England vs Spain,England,Spain,,True
1947,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1948,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1949,Spain,England,England vs Spain,Spain,England,,True
1950,Spain,England,England vs Spain,Spain,England,,True
1951,Spain,England,England vs Spain,England,Spain,,True
1952,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1953,Spain,England,England vs Spain,England,Spain,,True
1954,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1955,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1956,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1957,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1958,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1959,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1960,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1961,Spain,England,England vs Spain,England,Spain,,True
1962,Spain,England,England vs Spain,England,Spain,,True
1963,Spain,England,England vs Spain,England,Spain,,True
1964,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1965,Spain,England,England vs Spain,England,Spain,,True
1966,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1967,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1968,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1969,Spain,England,England vs Spain,England,Spain,,True
1970,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1971,Spain,England,England vs Spain,Spain,England,,True
1972,Spain,England,England vs Spain,England,Spain,,True
1973,Spain,England,England vs Spain,England,Spain,,True
1974,Spain,England,England vs Spain,Spain,England,,True
1975,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1976,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1977,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1978,Spain,England,England vs Spain,England,Spain,,True
1979,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1980,Spain,England,England vs Spain,Spain,England,,True
1981,Spain,England,England vs Spain,Spain,England,,True
1982,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1983,Spain,England,England vs Spain,Spain,England,,True
1984,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1985,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1986,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1987,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1988,Spain,England,England vs Spain,Spain,England,,True
1989,Spain,England,England vs Spain,Spain,England,,True
1990,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1991,Spain,England,England vs Spain,Spain,England,,True
1992,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1993,Spain,England,England vs Spain,Spain,England,,True
1994,Spain,England,England vs Spain,Spain,England,,True
1995,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
1996,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
1997,Spain,England,England vs Spain,Spain,England,,True
1998,Spain,England,England vs Spain,Spain,England,,True
1999,Spain,England,England vs Spain,Spain,England,,True
2000,Spain,England,England vs Spain,Spain,England,,True
2001,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2002,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2003,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2004,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2005,Spain,England,England vs Spain,England,Spain,,True
2006,Spain,England,England vs Spain,Spain,England,,True
2007,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2008,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2009,Spain,England,England vs Spain,Spain,England,,True
2010,Spain,England,England vs Spain,England,Spain,,True
2011,Spain,England,England vs Spain,Spain,England,,True
2012,Spain,England,England vs Spain,England,Spain,,True
2013,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2014,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2015,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2016,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2017,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2018,Spain,England,England vs Spain,Spain,England,,True
2019,Spain,England,England vs Spain,England,Spain,,True
2020,Spain,England,England vs Spain,England,Spain,,True
2021,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2022,Spain,England,England vs Spain,England,Spain,,True
2023,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2024,Spain,England,England vs Spain,Spain,England,,True
2025,Spain,England,England vs Spain,England,Spain,,True
2026,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2027,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2028,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2029,Spain,England,England vs Spain,England,Spain,,True
2030,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2031,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2032,Spain,England,England vs Spain,England,Spain,,True
2033,Spain,England,England vs Spain,England,Spain,,True
2034,Spain,England,England vs Spain,England,Spain,,True
2035,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2036,Spain,England,England vs Spain,England,Spain,,True
2037,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2038,Spain,England,England vs Spain,Spain,England,,True
2039,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2040,Spain,England,England vs Spain,Spain,England,,True
2041,Spain,England,England vs Spain,Spain,England,,True
2042,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2043,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2044,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2045,Spain,England,England vs Spain,Spain,England,,True
2046,Spain,England,England vs Spain,England,Spain,,True
2047,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2048,Spain,England,England vs Spain,Spain,England,,True
2049,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2050,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2051,Spain,England,England vs Spain,England,Spain,,True
2052,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2053,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2054,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2055,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2056,Spain,England,England vs Spain,England,Spain,,True
2057,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2058,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2059,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2060,Spain,England,England vs Spain,Spain,England,,True
2061,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2062,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2063,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2064,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2065,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2066,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2067,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2068,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2069,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2070,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2071,Spain,England,England vs Spain,Spain,England,,True
2072,Spain,England,England vs Spain,Spain,England,,True
2073,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2074,Spain,England,England vs Spain,England,Spain,,True
2075,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2076,Spain,England,England vs Spain,Spain,England,,True
2077,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2078,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2079,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2080,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2081,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2082,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2083,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2084,Spain,England,England vs Spain,Spain,England,,True
2085,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2086,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2087,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2088,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2089,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2090,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2091,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2092,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2093,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2094,Spain,England,England vs Spain,Spain,England,,True
2095,Spain,England,England vs Spain,Spain,England,,True
2096,Spain,England,England vs Spain,England,Spain,,True
2097,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2098,Spain,England,England vs Spain,Spain,England,,True
2099,Spain,England,England vs Spain,England,Spain,,True
2100,Spain,England,England vs Spain,Spain,England,,True
2101,Spain,England,England vs Spain,England,Spain,,True
2102,Spain,England,England vs Spain,England,Spain,,True
2103,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2104,Spain,England,England vs Spain,Spain,England,,True
2105,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2106,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2107,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2108,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2109,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2110,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2111,Spain,England,England vs Spain,Spain,England,,True
2112,Spain,England,England vs Spain,Spain,England,,True
2113,Spain,England,England vs Spain,England,Spain,,True
2114,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2115,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2116,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2117,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2118,Spain,England,England vs Spain,Spain,England,,True
2119,Spain,England,England vs Spain,England,Spain,,True
2120,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2121,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2122,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2123,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2124,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2125,Spain,England,England vs Spain,England,Spain,,True
2126,Spain,England,England vs Spain,Spain,England,,True
2127,Spain,England,England vs Spain,Spain,England,,True
2128,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2129,Spain,England,England vs Spain,Spain,England,,True
2130,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2131,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2132,Spain,England,England vs Spain,England,Spain,,True
2133,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2134,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2135,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2136,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2137,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2138,Spain,England,England vs Spain,Spain,England,,True
2139,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2140,Spain,England,England vs Spain,England,Spain,,True
2141,Spain,England,England vs Spain,Spain,England,,True
2142,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2143,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2144,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2145,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2146,Spain,England,England vs Spain,Spain,England,,True
2147,Spain,England,England vs Spain,England,Spain,,True
2148,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2149,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2150,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2151,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2152,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2153,Spain,England,England vs Spain,Spain,England,,True
2154,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2155,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2156,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2157,Spain,England,England vs Spain,England,Spain,,True
2158,Spain,England,England vs Spain,England,Spain,,True
2159,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2160,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2161,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2162,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2163,Spain,England,England vs Spain,England,Spain,,True
2164,Spain,England,England vs Spain,England,Spain,,True
2165,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2166,Spain,England,England vs Spain,England,Spain,,True
2167,Spain,England,England vs Spain,Spain,England,,True
2168,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2169,Spain,England,England vs Spain,Spain,England,,True
2170,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2171,Spain,England,England vs Spain,Spain,England,,True
2172,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2173,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2174,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2175,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2176,Spain,England,England vs Spain,Spain,England,,True
2177,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2178,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2179,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2180,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2181,Spain,England,England vs Spain,Spain,England,,True
2182,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2183,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2184,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2185,Spain,England,England vs Spain,Spain,England,,True
2186,Spain,England,England vs Spain,Spain,England,,True
2187,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2188,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2189,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2190,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2191,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
2192,Spain,England,England vs Spain,Spain,England,,True
2193,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2194,Spain,England,England vs Spain,Spain,England,,True
2195,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2196,Spain,England,England vs Spain,England,Spain,,True
2197,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
2198,Spain,England,England vs Spain,Spain,England,,True
2199,Spain,England,England vs Spain,England,Spain,,True
2200,Spain,England,England vs Spain,England,Spain,,True
