simulation_id,finalist_1,finalist_2,finalist_pair_key,champion,runner_up,semifinalists,fallback_mapping_used
5728,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5729,Spain,England,England vs Spain,Spain,England,,True
5730,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5731,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5732,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5733,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5734,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5735,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5736,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5737,Spain,England,England vs Spain,Spain,England,,True
5738,Spain,England,England vs Spain,Spain,England,,True
5739,Spain,England,England vs Spain,England,Spain,,True
5740,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5741,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5742,Spain,England,England vs Spain,England,Spain,,True
5743,Spain,England,England vs Spain,Spain,England,,True
5744,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5745,Spain,England,England vs Spain,England,Spain,,True
5746,Spain,England,England vs Spain,Spain,England,,True
5747,Spain,England,England vs Spain,Spain,England,,True
5748,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5749,Spain,England,England vs Spain,England,Spain,,True
5750,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5751,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5752,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5753,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5754,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5755,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5756,Spain,England,England vs Spain,England,Spain,,True
5757,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5758,Spain,England,England vs Spain,Spain,England,,True
5759,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5760,Spain,England,England vs Spain,England,Spain,,True
5761,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5762,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5763,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5764,Spain,England,England vs Spain,England,Spain,,True
5765,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5766,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5767,Spain,England,England vs Spain,England,Spain,,True
5768,Spain,England,England vs Spain,Spain,England,,True
5769,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5770,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5771,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5772,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5773,Spain,England,England vs Spain,England,Spain,,True
5774,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5775,Spain,England,England vs Spain,England,Spain,,True
5776,Spain,England,England vs Spain,England,Spain,,True
5777,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5778,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5779,Spain,England,England vs Spain,England,Spain,,True
5780,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5781,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5782,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5783,Spain,England,England vs Spain,Spain,England,,True
5784,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5785,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5786,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5787,Spain,England,England vs Spain,England,Spain,,True
5788,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5789,Spain,England,England vs Spain,Spain,England,,True
5790,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5791,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5792,Spain,England,England vs Spain,Spain,England,,True
5793,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5794,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5795,Spain,England,England vs Spain,Spain,England,,True
5796,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5797,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5798,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5799,Spain,England,England vs Spain,Spain,England,,True
5800,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5801,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5802,Spain,England,England vs Spain,England,Spain,,True
5803,Spain,England,England vs Spain,Spain,England,,True
5804,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5805,Spain,England,England vs Spain,Spain,England,,True
5806,Spain,England,England vs Spain,Spain,England,,True
5807,Spain,England,England vs Spain,England,Spain,,True
5808,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5809,Spain,England,England vs Spain,Spain,England,,True
5810,Spain,England,England vs Spain,Spain,England,,True
5811,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5812,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5813,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5814,Spain,England,England vs Spain,England,Spain,,True
5815,Spain,England,England vs Spain,England,Spain,,True
5816,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5817,Spain,England,England vs Spain,Spain,England,,True
5818,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5819,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5820,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5821,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5822,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5823,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5824,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5825,Spain,England,England vs Spain,England,Spain,,True
5826,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5827,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5828,Spain,England,England vs Spain,England,Spain,,True
5829,Spain,England,England vs Spain,England,Spain,,True
5830,Spain,England,England vs Spain,England,Spain,,True
5831,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5832,Spain,England,England vs Spain,Spain,England,,True
5833,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5834,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5835,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5836,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5837,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5838,Spain,England,England vs Spain,Spain,England,,True
5839,Spain,England,England vs Spain,England,Spain,,True
5840,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5841,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5842,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5843,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5844,Spain,England,England vs Spain,Spain,England,,True
5845,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5846,Spain,England,England vs Spain,England,Spain,,True
5847,Spain,England,England vs Spain,Spain,England,,True
5848,Spain,England,England vs Spain,England,Spain,,True
5849,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5850,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5851,Spain,England,England vs Spain,England,Spain,,True
5852,Spain,England,England vs Spain,Spain,England,,True
5853,Spain,England,England vs Spain,Spain,England,,True
5854,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5855,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5856,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5857,Spain,England,England vs Spain,Spain,England,,True
5858,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5859,Spain,England,England vs Spain,England,Spain,,True
5860,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5861,Spain,England,England vs Spain,Spain,England,,True
5862,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5863,Spain,England,England vs Spain,Spain,England,,True
5864,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5865,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5866,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5867,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5868,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5869,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5870,Spain,England,England vs Spain,England,Spain,,True
5871,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5872,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5873,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5874,Spain,England,England vs Spain,Spain,England,,True
5875,Spain,England,England vs Spain,England,Spain,,True
5876,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5877,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5878,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5879,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5880,Spain,England,England vs Spain,England,Spain,,True
5881,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5882,Spain,England,England vs Spain,Spain,England,,True
5883,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5884,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5885,Spain,England,England vs Spain,Spain,England,,True
5886,Spain,England,England vs Spain,Spain,England,,True
5887,Spain,England,England vs Spain,England,Spain,,True
5888,Spain,England,England vs Spain,Spain,England,,True
5889,Spain,England,England vs Spain,Spain,England,,True
5890,Spain,England,England vs Spain,England,Spain,,True
5891,Spain,England,England vs Spain,Spain,England,,True
5892,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5893,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5894,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5895,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5896,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5897,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5898,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5899,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5900,Spain,England,England vs Spain,Spain,England,,True
5901,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5902,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5903,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5904,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5905,Spain,England,England vs Spain,England,Spain,,True
5906,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5907,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5908,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5909,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5910,Spain,England,England vs Spain,Spain,England,,True
5911,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5912,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5913,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5914,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5915,Spain,England,England vs Spain,Spain,England,,True
5916,Spain,England,England vs Spain,Spain,England,,True
5917,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5918,Spain,England,England vs Spain,England,Spain,,True
5919,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5920,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5921,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5922,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5923,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5924,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5925,Spain,England,England vs Spain,Spain,England,,True
5926,Spain,England,England vs Spain,Spain,England,,True
5927,Spain,England,England vs Spain,England,Spain,,True
5928,Spain,England,England vs Spain,Spain,England,,True
5929,Spain,England,England vs Spain,Spain,England,,True
5930,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5931,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5932,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5933,Spain,England,England vs Spain,England,Spain,,True
5934,Spain,England,England vs Spain,England,Spain,,True
5935,Spain,England,England vs Spain,Spain,England,,True
5936,Spain,England,England vs Spain,England,Spain,,True
5937,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5938,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5939,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5940,Spain,England,England vs Spain,England,Spain,,True
5941,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5942,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5943,Spain,England,England vs Spain,Spain,England,,True
5944,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5945,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5946,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5947,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5948,Spain,England,England vs Spain,Spain,England,,True
5949,Spain,England,England vs Spain,Spain,England,,True
5950,Spain,England,England vs Spain,England,Spain,,True
5951,Spain,England,England vs Spain,Spain,England,,True
5952,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5953,Spain,England,England vs Spain,England,Spain,,True
5954,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5955,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5956,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5957,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5958,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5959,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5960,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5961,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5962,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5963,Spain,England,England vs Spain,Spain,England,,True
5964,Spain,England,England vs Spain,England,Spain,,True
5965,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5966,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5967,Spain,England,England vs Spain,England,Spain,,True
5968,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5969,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5970,Spain,England,England vs Spain,England,Spain,,True
5971,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5972,Spain,England,England vs Spain,Spain,England,,True
5973,Spain,England,England vs Spain,England,Spain,,True
5974,Spain,England,England vs Spain,Spain,England,,True
5975,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5976,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5977,Spain,England,England vs Spain,England,Spain,,True
5978,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5979,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5980,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5981,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5982,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5983,Spain,England,England vs Spain,Spain,England,,True
5984,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5985,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5986,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5987,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5988,Spain,England,England vs Spain,Spain,England,,True
5989,Spain,England,England vs Spain,Spain,England,,True
5990,Spain,England,England vs Spain,England,Spain,,True
5991,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5992,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5993,Spain,England,England vs Spain,Spain,England,,True
5994,Spain,England,England vs Spain,Spain,England,,True
5995,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
5996,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5997,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
5998,Spain,England,England vs Spain,England,Spain,,True
5999,Spain,England,England vs Spain,Spain,England,,True
6000,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6001,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6002,Spain,England,England vs Spain,England,Spain,,True
6003,Spain,England,England vs Spain,Spain,England,,True
6004,Spain,England,England vs Spain,England,Spain,,True
6005,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6006,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6007,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6008,Spain,England,England vs Spain,Spain,England,,True
6009,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6010,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6011,Spain,England,England vs Spain,Spain,England,,True
6012,Spain,England,England vs Spain,Spain,England,,True
6013,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6014,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6015,Spain,England,England vs Spain,Spain,England,,True
6016,Spain,England,England vs Spain,England,Spain,,True
6017,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6018,Spain,England,England vs Spain,England,Spain,,True
6019,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6020,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6021,Spain,England,England vs Spain,England,Spain,,True
6022,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6023,Spain,England,England vs Spain,England,Spain,,True
6024,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6025,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6026,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6027,Spain,England,England vs Spain,Spain,England,,True
6028,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6029,Spain,England,England vs Spain,England,Spain,,True
6030,Spain,England,England vs Spain,Spain,England,,True
6031,Spain,England,England vs Spain,England,Spain,,True
6032,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6033,Spain,England,England vs Spain,Spain,England,,True
6034,Spain,England,England vs Spain,England,Spain,,True
6035,Spain,England,England vs Spain,England,Spain,,True
6036,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6037,Spain,England,England vs Spain,Spain,England,,True
6038,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6039,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6040,Spain,England,England vs Spain,Spain,England,,True
6041,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6042,Spain,England,England vs Spain,England,Spain,,True
6043,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6044,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6045,Spain,England,England vs Spain,England,Spain,,True
6046,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6047,Spain,England,England vs Spain,Spain,England,,True
6048,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6049,Spain,England,England vs Spain,Spain,England,,True
6050,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6051,Spain,England,England vs Spain,Spain,England,,True
6052,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6053,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6054,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6055,Spain,England,England vs Spain,Spain,England,,True
6056,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6057,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6058,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6059,Spain,England,England vs Spain,England,Spain,,True
6060,Spain,England,England vs Spain,Spain,England,,True
6061,Spain,England,England vs Spain,England,Spain,,True
6062,Spain,England,England vs Spain,England,Spain,,True
6063,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6064,Spain,England,England vs Spain,England,Spain,,True
6065,Spain,England,England vs Spain,England,Spain,,True
6066,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6067,Spain,England,England vs Spain,England,Spain,,True
6068,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6069,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6070,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6071,Spain,England,England vs Spain,England,Spain,,True
6072,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6073,Spain,England,England vs Spain,Spain,England,,True
6074,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6075,Spain,England,England vs Spain,Spain,England,,True
6076,Spain,England,England vs Spain,England,Spain,,True
6077,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6078,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6079,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6080,Spain,England,England vs Spain,England,Spain,,True
6081,Spain,England,England vs Spain,England,Spain,,True
6082,Spain,England,England vs Spain,England,Spain,,True
6083,Spain,England,England vs Spain,Spain,England,,True
6084,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6085,Spain,England,England vs Spain,England,Spain,,True
6086,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6087,Spain,England,England vs Spain,England,Spain,,True
6088,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6089,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6090,Spain,England,England vs Spain,Spain,England,,True
6091,Spain,England,England vs Spain,England,Spain,,True
6092,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6093,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6094,Spain,England,England vs Spain,Spain,England,,True
6095,Spain,England,England vs Spain,Spain,England,,True
6096,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6097,Spain,England,England vs Spain,Spain,England,,True
6098,Spain,England,England vs Spain,Spain,England,,True
6099,Spain,England,England vs Spain,Spain,England,,True
6100,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6101,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6102,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6103,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6104,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6105,Spain,England,England vs Spain,Spain,England,,True
6106,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6107,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6108,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6109,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6110,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6111,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6112,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6113,Spain,England,England vs Spain,Spain,England,,True
6114,Spain,England,England vs Spain,Spain,England,,True
6115,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6116,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6117,Spain,England,England vs Spain,Spain,England,,True
6118,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6119,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6120,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6121,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6122,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6123,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6124,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6125,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6126,Spain,England,England vs Spain,Spain,England,,True
6127,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6128,Spain,England,England vs Spain,England,Spain,,True
6129,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6130,Spain,England,England vs Spain,England,Spain,,True
6131,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6132,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6133,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6134,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6135,Spain,England,England vs Spain,Spain,England,,True
6136,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6137,Spain,England,England vs Spain,Spain,England,,True
6138,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6139,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6140,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6141,Spain,England,England vs Spain,England,Spain,,True
6142,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6143,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6144,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6145,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6146,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6147,Spain,England,England vs Spain,England,Spain,,True
6148,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6149,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6150,Spain,England,England vs Spain,Spain,England,,True
6151,Spain,England,England vs Spain,Spain,England,,True
6152,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6153,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6154,Spain,England,England vs Spain,England,Spain,,True
6155,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6156,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6157,Spain,England,England vs Spain,Spain,England,,True
6158,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6159,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6160,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6161,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6162,Spain,England,England vs Spain,Spain,England,,True
6163,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6164,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6165,Spain,England,England vs Spain,England,Spain,,True
6166,Spain,England,England vs Spain,England,Spain,,True
6167,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6168,Spain,England,England vs Spain,Spain,England,,True
6169,Spain,England,England vs Spain,Spain,England,,True
6170,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6171,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6172,Spain,England,England vs Spain,England,Spain,,True
6173,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6174,Spain,England,England vs Spain,Spain,England,,True
6175,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6176,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6177,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6178,Spain,England,England vs Spain,Spain,England,,True
6179,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
6180,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6181,Spain,England,England vs Spain,Spain,England,,True
6182,Spain,England,England vs Spain,England,Spain,,True
6183,Spain,Argentina,Argentina vs Spain,Argentina,Spain,,True
6184,Spain,Argentina,Argentina vs Spain,Spain,Argentina,,True
