match_id,date,team_a,team_b,stage,group,venue,status,team_a_is_tbd,team_b_is_tbd,fixture_has_tbd_team,team_a_current_elo,team_b_current_elo,elo_difference,elo_expected_score_team_a,team_a_rating_missing,team_b_rating_missing,team_a_elo_rating,team_b_elo_rating,elo_rating_diff,team_a_elo_rank,team_b_elo_rank,elo_rank_diff,team_a_fifa_rank,team_b_fifa_rank,fifa_rank_diff,team_a_fifa_points,team_b_fifa_points,fifa_points_diff,team_a_form_points_last_3,team_a_win_rate_last_3,team_a_form_points_last_5,team_a_win_rate_last_5,team_a_form_points_last_10,team_a_win_rate_last_10,team_a_draw_rate_last_5,team_a_loss_rate_last_5,team_b_form_points_last_3,team_b_win_rate_last_3,team_b_form_points_last_5,team_b_win_rate_last_5,team_b_form_points_last_10,team_b_win_rate_last_10,team_b_draw_rate_last_5,team_b_loss_rate_last_5,form_points_last_5_diff,win_rate_last_5_diff,loss_rate_last_5_diff,team_a_goals_for,team_a_goals_against,team_a_clean_sheet_flag,team_a_goals_for_avg_last_3,team_a_goals_against_avg_last_3,team_a_goal_diff_avg_last_3,team_a_goals_for_avg_last_5,team_a_goals_against_avg_last_5,team_a_goal_diff_avg_last_5,team_a_goals_for_avg_last_10,team_a_goals_against_avg_last_10,team_a_goal_diff_avg_last_10,team_a_goals_for_sum_last_5,team_a_clean_sheet_rate_last_5,team_b_goals_for,team_b_goals_against,team_b_clean_sheet_flag,team_b_goals_for_avg_last_3,team_b_goals_against_avg_last_3,team_b_goal_diff_avg_last_3,team_b_goals_for_avg_last_5,team_b_goals_against_avg_last_5,team_b_goal_diff_avg_last_5,team_b_goals_for_avg_last_10,team_b_goals_against_avg_last_10,team_b_goal_diff_avg_last_10,team_b_goals_for_sum_last_5,team_b_clean_sheet_rate_last_5,goals_for_avg_last_5_diff,goals_against_avg_last_5_diff,goal_diff_avg_last_5_diff,clean_sheet_rate_last_5_diff,h2h_matches_last_10,h2h_team_a_wins_last_10,h2h_team_b_wins_last_10,h2h_draws_last_10,h2h_team_a_win_rate_last_10,h2h_goal_diff_team_a_last_10,is_world_cup_match,is_friendly,is_qualifier,is_knockout,is_group_stage,is_neutral,stage_encoded,tournament_importance_score,team_a_days_since_last_match,team_a_matches_last_30_days,team_b_days_since_last_match,team_b_matches_last_30_days,rest_days_diff,match_congestion_diff,is_predictable_now
21,2026-06-17,Portugal,Winner FIFA Playoff 1,Group Stage,Group K,NRG Stadium,scheduled,False,False,False,1766.177547,,,,False,True,,,,,,,5.0,,,1766.177547,,,5.0,0.3333333333333333,11.0,0.6,19.0,0.5,0.4,0.0,,,,,,,,,,,,2.0,1.0,0.0,2.0,0.3333333333333333,1.6666666666666667,2.0,0.6,1.4,2.3,0.8,1.5,10.0,0.4,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,7,2,,0,,2,False
22,2026-06-17,England,Croatia,Group Stage,Group L,AT&T Stadium,scheduled,False,False,False,1827.048678,1714.865572,112.18310600000018,0.6560583853445201,False,False,,,,,,,4.0,11.0,7.0,1827.048678,1714.865572,112.18310600000018,7.0,0.6666666666666666,13.0,0.8,23.0,0.7,0.2,0.0,6.0,0.6666666666666666,9.0,0.6,21.0,0.7,0.0,0.4,4.0,0.20000000000000007,-0.4,2.0,1.0,0.0,2.0,0.6666666666666666,1.3333333333333333,2.0,0.4,1.6,2.0,0.4,1.6,10.0,0.8,1.0,2.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.4,1.6,-0.2,1.9,1.5,0.4,7.0,0.2,0.6000000000000001,-1.2000000000000002,1.8,0.6000000000000001,10,6,3,1,0.6,0.9,True,False,False,False,True,False,0,4,7,2,10,2,-3,0,True
23,2026-06-17,Ghana,Panama,Group Stage,Group L,BMO Field,scheduled,False,False,False,1346.881205,1539.155509,-192.27430400000003,0.24846423920446833,False,False,,,,,,,73.0,34.0,-39.0,1346.881205,1539.155509,-192.27430400000003,4.0,0.3333333333333333,5.0,0.2,8.0,0.2,0.4,0.4,1.0,0.0,4.0,0.2,12.0,0.3,0.2,0.6,1.0,0.0,-0.19999999999999996,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,1.0,-0.4,0.6,1.5,-0.9,3.0,0.4,0.0,2.0,0.0,0.3333333333333333,1.0,-0.6666666666666666,1.4,2.2,-0.8,1.4,1.5,-0.1,7.0,0.0,-0.7999999999999999,-1.2000000000000002,0.4,0.4,0,0,0,0,,,True,False,False,False,True,False,0,4,15,2,11,3,4,-1,True
24,2026-06-18,Uzbekistan,Colombia,Group Stage,Group K,Estadio Azteca,scheduled,False,False,False,1461.208132,1698.351858,-237.14372600000002,0.20341120711676247,False,False,,,,,,,50.0,13.0,-37.0,1461.208132,1698.351858,-237.14372600000002,0.0,0.0,1.0,0.0,9.0,0.2,0.2,0.8,7.0,0.6666666666666666,13.0,0.8,20.0,0.6,0.2,0.0,-12.0,-0.8,0.8,1.0,3.0,0.0,0.6666666666666666,3.3333333333333335,-2.6666666666666665,0.4,2.4,-2.0,1.0,1.7,-0.7,2.0,0.2,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.8,0.4,1.4,1.6,0.8,0.8,9.0,0.6,-1.4,2.0,-3.4,-0.39999999999999997,1,0,1,0,0.0,-2.0,True,False,False,False,True,False,0,4,1,3,1,3,0,0,True
25,2026-06-18,Winner UEFA Playoff D,South Africa,Group Stage,Group A,Mercedes-Benz Stadium,scheduled,False,False,False,,1428.379282,,,True,False,,,,,,,,60.0,,,1428.379282,,,,,,,,,,4.0,0.3333333333333333,8.0,0.4,12.0,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.6666666666666666,1.0,-0.3333333333333333,0.6,0.6,0.0,0.9,1.1,-0.2,3.0,0.6,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,7,3,,-3,False
26,2026-06-18,Switzerland,Winner UEFA Playoff A,Group Stage,Group B,SoFi Stadium,scheduled,False,False,False,1650.064179,,,,False,True,,,,,,,19.0,,,1650.064179,,,7.0,0.6666666666666666,11.0,0.6,17.0,0.4,0.4,0.0,,,,,,,,,,,,2.0,0.0,1.0,2.3333333333333335,1.0,1.3333333333333333,2.4,1.0,1.4,2.0,1.1,0.9,12.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,5,3,,0,,3,False
27,2026-06-19,Canada,Qatar,Group Stage,Group B,BC Place,scheduled,False,False,False,1559.479301,1450.307729,109.17157199999997,0.6521361259781575,False,False,,,,,,,30.0,57.0,27.0,1559.479301,1450.307729,109.17157199999997,6.0,0.6666666666666666,8.0,0.4,17.0,0.4,0.4,0.2,2.0,0.0,2.0,0.0,7.0,0.1,0.4,0.6,6.0,0.4,-0.39999999999999997,0.0,3.0,0.0,2.6666666666666665,0.6666666666666666,2.0,2.0,0.8,1.2,1.6,0.6,1.0,10.0,0.4,1.0,3.0,0.0,0.3333333333333333,2.3333333333333335,-2.0,0.2,2.2,-2.0,0.5,1.6,-1.1,1.0,0.2,1.8,-1.4000000000000001,3.2,0.2,2,2,0,0,1.0,4.0,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
28,2026-06-19,Mexico,South Korea,Group Stage,Group A,Estadio Akron,scheduled,False,False,False,1687.481759,1591.630886,95.85087300000009,0.6345442867452298,False,False,,,,,,,14.0,25.0,11.0,1687.481759,1591.630886,95.85087300000009,9.0,1.0,15.0,1.0,26.0,0.8,0.0,0.0,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,6.0,0.4,-0.4,2.0,0.0,1.0,2.0,0.0,2.0,2.4,0.2,2.2,2.0,0.2,1.8,12.0,0.8,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.6,0.6,1.0,1.3,1.2,0.1,8.0,0.4,0.7999999999999998,-0.39999999999999997,1.2000000000000002,0.4,10,5,2,3,0.5,0.7,True,False,False,False,True,False,0,4,1,5,1,4,0,1,True
29,2026-06-19,United States,Australia,Group Stage,Group D,Lumen Field,scheduled,False,False,False,1671.2341,1579.34264,91.89145999999982,0.6292427939554437,False,False,,,,,,,17.0,27.0,10.0,1671.2341,1579.34264,91.89145999999982,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,4.0,0.3333333333333333,5.0,0.2,11.0,0.3,0.4,0.4,4.0,0.39999999999999997,0.0,2.0,0.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.4,1.6,0.8,2.3,1.8,0.5,12.0,0.2,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,0.8,-0.2,1.0,1.1,-0.1,3.0,0.4,1.7999999999999998,0.8,1.0,-0.2,4,2,1,1,0.5,0.5,True,False,False,False,True,False,0,4,7,3,6,3,1,0,True
30,2026-06-19,Scotland,Morocco,Group Stage,Group C,Gillette Stadium,scheduled,False,False,False,1503.34027,1755.100232,-251.7599620000001,0.19011750532147542,False,False,,,,,,,42.0,7.0,-35.0,1503.34027,1755.100232,-251.7599620000001,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,7.0,0.6666666666666666,9.0,0.4,22.0,0.6,0.6,0.0,0.0,0.19999999999999996,0.4,0.0,3.0,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.8,0.6,1.2,2.0,1.1,0.9,9.0,0.4,3.0,0.0,1.0,2.0,1.0,1.0,1.6,1.0,0.6,2.3,0.7,1.6,8.0,0.2,0.19999999999999996,-0.4,0.6,0.2,1,0,1,0,0.0,-3.0,True,False,False,False,True,False,0,4,6,3,6,4,0,-1,True
31,2026-06-20,Brazil,Haiti,Group Stage,Group C,Lincoln Financial Field,scheduled,False,False,False,1765.856297,1293.096585,472.75971200000004,0.9382790316759531,False,False,,,,,,,6.0,83.0,77.0,1765.856297,1293.096585,472.75971200000004,7.0,0.6666666666666666,13.0,0.8,20.0,0.6,0.2,0.0,0.0,0.0,4.0,0.2,13.0,0.4,0.2,0.6,9.0,0.6000000000000001,-0.6,2.0,1.0,0.0,2.3333333333333335,0.3333333333333333,2.0,3.0,0.8,2.2,2.4,1.1,1.3,15.0,0.4,2.0,4.0,0.0,0.3333333333333333,2.0,-1.6666666666666667,1.2,1.4,-0.2,1.2,1.1,0.1,6.0,0.2,1.8,-0.5999999999999999,2.4000000000000004,0.2,4,4,0,0,1.0,4.75,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
32,2026-06-20,Winner UEFA Playoff C,Paraguay,Group Stage,Group D,Levi's Stadium,scheduled,False,False,False,,1505.349689,,,True,False,,,,,,,,40.0,,,1505.349689,,,,,,,,,,5.0,0.3333333333333333,8.0,0.4,14.0,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.4,1.0,0.4,1.2,1.2,0.0,7.0,0.6,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,1,3,,-3,False
33,2026-06-20,Netherlands,Winner UEFA Playoff B,Group Stage,Group F,NRG Stadium,scheduled,False,False,False,1751.097835,,,,False,True,,,,,,,8.0,,,1751.097835,,,7.0,0.6666666666666666,10.0,0.6,21.0,0.6,0.2,0.2,,,,,,,,,,,,1.0,1.0,0.0,3.3333333333333335,1.3333333333333333,2.0,2.4,1.2,1.2,2.4,0.9,1.5,12.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,6,3,,0,,3,False
34,2026-06-20,Germany,Ivory Coast,Group Stage,Group E,BMO Field,scheduled,False,False,False,1735.771984,1540.869533,194.90245099999993,0.7543500005522268,False,False,,,,,,,10.0,33.0,23.0,1735.771984,1540.869533,194.90245099999993,6.0,0.6666666666666666,12.0,0.8,27.0,0.9,0.0,0.2,6.0,0.6666666666666666,12.0,0.8,22.0,0.7,0.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,3.3333333333333335,1.3333333333333333,2.0,3.2,1.0,2.2,3.1,0.9,2.2,16.0,0.2,1.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.4,0.6,0.8,2.0,0.9,1.1,7.0,0.6,1.8000000000000003,0.4,1.4000000000000001,-0.39999999999999997,1,0,0,1,0.0,0.0,True,False,False,False,True,False,0,4,6,3,6,2,0,1,True
35,2026-06-21,Ecuador,Curaçao,Group Stage,Group E,Arrowhead Stadium,scheduled,False,False,False,1598.51582,1294.76909,303.74673000000007,0.8517643581481205,False,False,,,,,,,23.0,82.0,59.0,1598.51582,1294.76909,303.74673000000007,4.0,0.3333333333333333,10.0,0.6,17.0,0.4,0.2,0.2,4.0,0.3333333333333333,4.0,0.2,12.0,0.3,0.2,0.6,6.0,0.39999999999999997,-0.39999999999999997,0.0,2.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.4,0.6,0.8,1.2,0.6,0.6,7.0,0.4,0.0,2.0,0.0,1.6666666666666667,2.3333333333333335,-0.6666666666666666,1.4,3.2,-1.8,1.7,1.9,-0.2,7.0,0.4,0.0,-2.6,2.6,0.0,1,0,0,1,0.0,0.0,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
36,2026-06-21,Tunisia,Japan,Group Stage,Group F,Estadio BBVA,scheduled,False,False,False,1476.405088,1661.576187,-185.1710989999999,0.25617775476276206,False,False,,,,,,,46.0,18.0,-28.0,1476.405088,1661.576187,-185.1710989999999,0.0,0.0,1.0,0.0,9.0,0.2,0.2,0.8,5.0,0.3333333333333333,11.0,0.6,24.0,0.7,0.4,0.0,-10.0,-0.6,0.8,1.0,3.0,0.0,0.3333333333333333,4.666666666666667,-4.333333333333333,0.2,3.0,-2.8,0.9,2.1,-1.2,1.0,0.2,1.0,2.0,0.0,2.3333333333333335,1.0,1.3333333333333333,1.8,0.6,1.2,2.0,0.7,1.3,9.0,0.6,-1.6,2.4,-4.0,-0.39999999999999997,6,1,5,0,0.16666666666666666,-1.1666666666666667,True,False,False,False,True,False,0,4,1,4,1,3,0,1,True
37,2026-06-21,Spain,Saudi Arabia,Group Stage,Group H,Mercedes-Benz Stadium,scheduled,False,False,False,1873.013187,1421.538339,451.47484800000007,0.9307906319634917,False,False,,,,,,,2.0,61.0,59.0,1873.013187,1421.538339,451.47484800000007,7.0,0.6666666666666666,11.0,0.6,22.0,0.6,0.4,0.0,2.0,0.0,5.0,0.2,8.0,0.2,0.4,0.4,6.0,0.39999999999999997,-0.4,3.0,0.0,1.0,1.6666666666666667,0.0,1.6666666666666667,1.8,0.4,1.4,2.2,0.4,1.8,9.0,0.6,0.0,0.0,1.0,0.3333333333333333,1.6666666666666667,-1.3333333333333333,1.0,1.4,-0.4,0.8,1.6,-0.8,5.0,0.4,0.8,-0.9999999999999999,1.7999999999999998,0.19999999999999996,3,3,0,0,1.0,2.3333333333333335,True,False,False,False,True,False,0,4,6,3,6,4,0,-1,True
38,2026-06-21,Belgium,Iran,Group Stage,Group G,SoFi Stadium,scheduled,False,False,False,1742.235945,1619.58163,122.654315,0.6695288722838261,False,False,,,,,,,9.0,20.0,11.0,1742.235945,1619.58163,122.654315,5.0,0.3333333333333333,11.0,0.6,22.0,0.6,0.4,0.0,5.0,0.3333333333333333,11.0,0.6,16.0,0.4,0.4,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.6666666666666666,1.3333333333333333,2.6,0.4,2.2,3.1,0.8,2.3,13.0,0.6,1.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.4,0.6,1.8,1.6,0.7,0.9,12.0,0.6,0.20000000000000018,-0.19999999999999996,0.40000000000000013,0.0,0,0,0,0,,,True,False,False,False,True,False,0,4,6,3,6,3,0,0,True
39,2026-06-21,Uruguay,Cabo Verde,Group Stage,Group H,Hard Rock Stadium,scheduled,False,False,False,1673.068603,1371.10798,301.96062299999994,0.8504614763980751,False,False,,,,,,,16.0,67.0,51.0,1673.068603,1371.10798,301.96062299999994,3.0,0.0,4.0,0.0,15.0,0.3,0.8,0.2,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.8,-0.8,1.1,1.0,0.1,5.0,0.2,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,6,1,,0,,1,False
40,2026-06-22,New Zealand,Egypt,Group Stage,Group G,BC Place,scheduled,False,False,False,1275.581062,1562.367246,-286.78618400000005,0.16099086361386533,False,False,,,,,,,85.0,29.0,-56.0,1275.581062,1562.367246,-286.78618400000005,1.0,0.0,4.0,0.2,5.0,0.1,0.2,0.6,5.0,0.3333333333333333,8.0,0.4,16.0,0.4,0.4,0.2,-4.0,-0.2,0.39999999999999997,1.0,5.0,0.0,1.0,2.0,-1.0,1.4,2.2,-0.8,0.9,1.9,-1.0,7.0,0.0,1.0,1.0,0.0,1.6666666666666667,1.0,0.6666666666666666,1.4,1.0,0.4,1.4,0.8,0.6,7.0,0.2,0.0,1.2000000000000002,-1.2000000000000002,-0.2,4,0,3,1,0.0,-1.0,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
41,2026-06-22,Argentina,Austria,Group Stage,Group J,AT&T Stadium,scheduled,False,False,False,1876.118331,1597.404087,278.714244,0.8326335846991774,False,False,,,,,,,1.0,24.0,23.0,1876.118331,1597.404087,278.714244,9.0,1.0,15.0,1.0,30.0,1.0,0.0,0.0,4.0,0.3333333333333333,10.0,0.6,20.0,0.6,0.2,0.2,5.0,0.4,-0.2,3.0,2.0,0.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,2.6,0.2,2.4,2.9,0.2,2.7,13.0,0.8,0.0,3.0,0.0,2.0,2.0,0.0,1.6,1.2,0.4,2.6,0.9,1.7,8.0,0.4,1.0,-1.0,2.0,0.4,2,1,0,1,0.5,2.0,True,False,False,False,True,False,0,4,6,3,6,2,0,1,True
42,2026-06-22,France,Winner FIFA Playoff 2,Group Stage,Group I,Lincoln Financial Field,scheduled,False,False,False,1869.428449,,,,False,True,,,,,,,3.0,,,1869.428449,,,9.0,1.0,15.0,1.0,27.0,0.9,0.0,0.0,,,,,,,,,,,,1.0,0.0,1.0,3.3333333333333335,0.3333333333333333,3.0,3.2,0.6,2.6,2.9,0.8,2.1,16.0,0.4,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,6,3,,0,,3,False
43,2026-06-23,Norway,Senegal,Group Stage,Group I,MetLife Stadium,scheduled,False,False,False,1557.437664,1686.412769,-128.97510499999999,0.32247072934341725,False,False,,,,,,,31.0,15.0,-16.0,1557.437664,1686.412769,-128.97510499999999,6.0,0.6666666666666666,10.0,0.6,18.0,0.5,0.2,0.2,3.0,0.3333333333333333,4.0,0.2,16.0,0.5,0.2,0.6,6.0,0.39999999999999997,-0.39999999999999997,2.0,1.0,0.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.4,1.8,0.6,2.2,1.4,0.8,12.0,0.0,2.0,3.0,0.0,2.6666666666666665,2.0,0.6666666666666666,2.0,1.8,0.2,1.7,1.3,0.4,10.0,0.4,0.3999999999999999,0.0,0.39999999999999997,-0.4,2,1,1,0,0.5,0.0,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
44,2026-06-23,Jordan,Algeria,Group Stage,Group J,Levi's Stadium,scheduled,False,False,False,1387.738222,1571.033293,-183.295071,0.2582409789033337,False,False,,,,,,,63.0,28.0,-35.0,1387.738222,1571.033293,-183.295071,0.0,0.0,1.0,0.0,11.0,0.3,0.2,0.8,4.0,0.3333333333333333,10.0,0.6,20.0,0.6,0.2,0.2,-9.0,-0.6,0.6000000000000001,1.0,3.0,0.0,0.6666666666666666,2.3333333333333335,-1.6666666666666667,1.0,2.6,-1.6,1.4,1.8,-0.4,5.0,0.0,0.0,2.0,0.0,1.6666666666666667,2.3333333333333335,-0.6666666666666666,2.0,1.4,0.6,2.1,1.0,1.1,10.0,0.4,-1.0,1.2000000000000002,-2.2,-0.4,3,0,2,1,0.0,-2.3333333333333335,True,False,False,False,True,False,0,4,1,4,1,4,0,0,True
45,2026-06-23,Portugal,Uzbekistan,Group Stage,Group K,NRG Stadium,scheduled,False,False,False,1766.177547,1461.208132,304.969415,0.8526508335331691,False,False,,,,,,,5.0,50.0,45.0,1766.177547,1461.208132,304.969415,5.0,0.3333333333333333,11.0,0.6,19.0,0.5,0.4,0.0,0.0,0.0,1.0,0.0,9.0,0.2,0.2,0.8,10.0,0.6,-0.8,2.0,1.0,0.0,2.0,0.3333333333333333,1.6666666666666667,2.0,0.6,1.4,2.3,0.8,1.5,10.0,0.4,1.0,3.0,0.0,0.6666666666666666,3.3333333333333335,-2.6666666666666665,0.4,2.4,-2.0,1.0,1.7,-0.7,2.0,0.2,1.6,-1.7999999999999998,3.4,0.2,0,0,0,0,,,True,False,False,False,True,False,0,4,6,3,6,3,0,0,True
46,2026-06-23,England,Ghana,Group Stage,Group L,Gillette Stadium,scheduled,False,False,False,1827.048678,1346.881205,480.1674730000002,0.9407028555326065,False,False,,,,,,,4.0,73.0,69.0,1827.048678,1346.881205,480.1674730000002,7.0,0.6666666666666666,13.0,0.8,23.0,0.7,0.2,0.0,4.0,0.3333333333333333,5.0,0.2,8.0,0.2,0.4,0.4,8.0,0.6000000000000001,-0.4,2.0,1.0,0.0,2.0,0.6666666666666666,1.3333333333333333,2.0,0.4,1.6,2.0,0.4,1.6,10.0,0.8,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,1.0,-0.4,0.6,1.5,-0.9,3.0,0.4,1.4,-0.6,2.0,0.4,1,0,0,1,0.0,0.0,True,False,False,False,True,False,0,4,6,3,6,2,0,1,True
47,2026-06-23,Panama,Croatia,Group Stage,Group L,BMO Field,scheduled,False,False,False,1539.155509,1714.865572,-175.710063,0.2666925751165923,False,False,,,,,,,34.0,11.0,-23.0,1539.155509,1714.865572,-175.710063,1.0,0.0,4.0,0.2,12.0,0.3,0.2,0.6,6.0,0.6666666666666666,9.0,0.6,21.0,0.7,0.0,0.4,-5.0,-0.39999999999999997,0.19999999999999996,0.0,2.0,0.0,0.3333333333333333,1.0,-0.6666666666666666,1.4,2.2,-0.8,1.4,1.5,-0.1,7.0,0.0,1.0,2.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.4,1.6,-0.2,1.9,1.5,0.4,7.0,0.2,0.0,0.6000000000000001,-0.6000000000000001,-0.2,0,0,0,0,,,True,False,False,False,True,False,0,4,6,4,6,3,0,1,True
48,2026-06-24,Colombia,Winner FIFA Playoff 1,Group Stage,Group K,Estadio Akron,scheduled,False,False,False,1698.351858,,,,False,True,,,,,,,13.0,,,1698.351858,,,7.0,0.6666666666666666,13.0,0.8,20.0,0.6,0.2,0.0,,,,,,,,,,,,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.8,0.4,1.4,1.6,0.8,0.8,9.0,0.6,,,,,,,,,,,,,,,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,1,4,,0,,4,False
49,2026-06-24,Switzerland,Canada,Group Stage,Group B,BC Place,scheduled,False,False,False,1650.064179,1559.479301,90.58487799999989,0.6274864056308923,False,False,,,,,,,19.0,30.0,11.0,1650.064179,1559.479301,90.58487799999989,7.0,0.6666666666666666,11.0,0.6,17.0,0.4,0.4,0.0,6.0,0.6666666666666666,8.0,0.4,17.0,0.4,0.4,0.2,3.0,0.19999999999999996,-0.2,2.0,0.0,1.0,2.3333333333333335,1.0,1.3333333333333333,2.4,1.0,1.4,2.0,1.1,0.9,12.0,0.0,0.0,3.0,0.0,2.6666666666666665,0.6666666666666666,2.0,2.0,0.8,1.2,1.6,0.6,1.0,10.0,0.4,0.3999999999999999,0.19999999999999996,0.19999999999999996,-0.4,1,0,1,0,0.0,-2.0,True,False,False,False,True,False,0,4,6,4,6,4,0,0,True
50,2026-06-24,Winner UEFA Playoff A,Qatar,Group Stage,Group B,Lumen Field,scheduled,False,False,False,,1450.307729,,,True,False,,,,,,,,57.0,,,1450.307729,,,,,,,,,,2.0,0.0,2.0,0.0,7.0,0.1,0.4,0.6,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.3333333333333333,2.3333333333333335,-2.0,0.2,2.2,-2.0,0.5,1.6,-1.1,1.0,0.2,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,6,4,,-4,False
51,2026-06-24,Scotland,Brazil,Group Stage,Group C,Hard Rock Stadium,scheduled,False,False,False,1503.34027,1765.856297,-262.5160270000001,0.18076639303740222,False,False,,,,,,,42.0,6.0,-36.0,1503.34027,1765.856297,-262.5160270000001,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,7.0,0.6666666666666666,13.0,0.8,20.0,0.6,0.2,0.0,-4.0,-0.20000000000000007,0.4,0.0,3.0,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.8,0.6,1.2,2.0,1.1,0.9,9.0,0.4,2.0,1.0,0.0,2.3333333333333335,0.3333333333333333,2.0,3.0,0.8,2.2,2.4,1.1,1.3,15.0,0.4,-1.2,-0.20000000000000007,-1.0000000000000002,0.0,10,0,8,2,0.0,-1.3,True,False,False,False,True,False,0,4,5,4,5,4,0,0,True
52,2026-06-24,Morocco,Haiti,Group Stage,Group C,Mercedes-Benz Stadium,scheduled,False,False,False,1755.100232,1293.096585,462.003647,0.9345945234507327,False,False,,,,,,,7.0,83.0,76.0,1755.100232,1293.096585,462.003647,7.0,0.6666666666666666,9.0,0.4,22.0,0.6,0.6,0.0,0.0,0.0,4.0,0.2,13.0,0.4,0.2,0.6,5.0,0.2,-0.6,3.0,0.0,1.0,2.0,1.0,1.0,1.6,1.0,0.6,2.3,0.7,1.6,8.0,0.2,2.0,4.0,0.0,0.3333333333333333,2.0,-1.6666666666666667,1.2,1.4,-0.2,1.2,1.1,0.1,6.0,0.2,0.40000000000000013,-0.3999999999999999,0.8,0.0,0,0,0,0,,,True,False,False,False,True,False,0,4,5,5,5,4,0,1,True
53,2026-06-25,Winner UEFA Playoff D,Mexico,Group Stage,Group A,Estadio Azteca,scheduled,False,False,False,,1687.481759,,,True,False,,,,,,,,14.0,,,1687.481759,,,,,,,,,,9.0,1.0,15.0,1.0,26.0,0.8,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,2.0,0.0,2.0,2.4,0.2,2.2,2.0,0.2,1.8,12.0,0.8,,,,,0,0,0,0,,,True,False,False,False,True,False,0,4,,0,1,5,,-5,False
54,2026-06-25,South Africa,South Korea,Group Stage,Group A,Estadio BBVA,scheduled,False,False,False,1428.379282,1591.630886,-163.25160399999982,0.28095048571597636,False,False,,,,,,,60.0,25.0,-35.0,1428.379282,1591.630886,-163.25160399999982,4.0,0.3333333333333333,8.0,0.4,12.0,0.3,0.4,0.2,6.0,0.6666666666666666,9.0,0.6,18.0,0.6,0.0,0.4,-1.0,-0.19999999999999996,-0.2,0.0,1.0,0.0,0.6666666666666666,1.0,-0.3333333333333333,0.6,0.6,0.0,0.9,1.1,-0.2,3.0,0.6,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.6,0.6,1.0,1.3,1.2,0.1,8.0,0.4,-1.0,0.0,-1.0,0.19999999999999996,1,1,0,0,1.0,1.0,True,False,False,False,True,False,0,4,1,5,1,5,0,0,True
