model,test_accuracy,test_macro_f1,test_log_loss,test_brier,test_ece
baseline_xgboost,0.6074741228659766,0.4510675043406742,0.8607220399132883,0.5055903524650359,0.005348774672213715
challenger_tuned_xgboost,0.6069364161849711,0.45101903743632893,0.8613389010410301,0.5059854568374289,0.004826456635080951
