match_id,stage,team_a,team_b,result_label,simulation_id,match_slot,winner,loser,probability_source
,Round of 32,Argentina,Norway,team_a_win,16,R32_M11,Argentina,Norway,elo_fallback
,Round of 32,England,Portugal,team_a_loss,16,R32_M12,Portugal,England,elo_fallback
,Round of 32,Belgium,Cabo Verde,team_a_win,16,R32_M13,Belgium,Cabo Verde,elo_fallback
,Round of 32,Ghana,Haiti,team_a_loss,16,R32_M14,Haiti,Ghana,elo_fallback
,Round of 32,Ivory Coast,Senegal,team_a_loss,16,R32_M15,Senegal,Ivory Coast,elo_fallback
,Round of 32,Austria,Switzerland,team_a_loss,16,R32_M16,Switzerland,Austria,elo_fallback
,Round of 16,Qatar,Australia,team_a_loss,16,R16_M1,Australia,Qatar,elo_fallback
,Round of 16,Japan,Iran,team_a_win,16,R16_M2,Japan,Iran,elo_fallback
,Round of 16,France,Croatia,team_a_loss,16,R16_M3,Croatia,France,elo_fallback
,Round of 16,South Korea,Morocco,team_a_loss,16,R16_M4,Morocco,South Korea,elo_fallback
,Round of 16,Netherlands,Spain,team_a_win,16,R16_M5,Netherlands,Spain,elo_fallback
,Round of 16,Argentina,Portugal,team_a_win,16,R16_M6,Argentina,Portugal,elo_fallback
,Round of 16,Belgium,Haiti,team_a_win,16,R16_M7,Belgium,Haiti,elo_fallback
,Round of 16,Senegal,Switzerland,team_a_win,16,R16_M8,Senegal,Switzerland,elo_fallback
,Quarterfinal,Australia,Japan,team_a_loss,16,QF_M1,Japan,Australia,elo_fallback
,Quarterfinal,Croatia,Morocco,team_a_loss,16,QF_M2,Morocco,Croatia,elo_fallback
,Quarterfinal,Netherlands,Argentina,team_a_win,16,QF_M3,Netherlands,Argentina,elo_fallback
,Quarterfinal,Belgium,Senegal,team_a_loss,16,QF_M4,Senegal,Belgium,elo_fallback
,Semifinal,Japan,Morocco,team_a_win,16,SF_M1,Japan,Morocco,elo_fallback
,Semifinal,Netherlands,Senegal,team_a_loss,16,SF_M2,Senegal,Netherlands,elo_fallback
,Final,Japan,Senegal,team_a_win,16,FINAL_M1,Japan,Senegal,elo_fallback
1.0,Group Stage,Mexico,South Africa,team_a_win,17,,,,
4.0,Group Stage,United States,Paraguay,team_a_win,17,,,,
5.0,Group Stage,Qatar,Switzerland,team_a_loss,17,,,,
6.0,Group Stage,Brazil,Morocco,team_a_win,17,,,,
7.0,Group Stage,Haiti,Scotland,team_a_win,17,,,,
9.0,Group Stage,Germany,Curaçao,team_a_win,17,,,,
10.0,Group Stage,Netherlands,Japan,team_a_loss,17,,,,
11.0,Group Stage,Ivory Coast,Ecuador,team_a_win,17,,,,
14.0,Group Stage,Belgium,Egypt,team_a_win,17,,,,
15.0,Group Stage,Saudi Arabia,Uruguay,team_a_loss,17,,,,
16.0,Group Stage,Iran,New Zealand,team_a_win,17,,,,
17.0,Group Stage,France,Senegal,team_a_win,17,,,,
19.0,Group Stage,Argentina,Algeria,team_a_win,17,,,,
20.0,Group Stage,Austria,Jordan,team_a_win,17,,,,
22.0,Group Stage,England,Croatia,team_a_win,17,,,,
23.0,Group Stage,Ghana,Panama,draw,17,,,,
24.0,Group Stage,Uzbekistan,Colombia,draw,17,,,,
27.0,Group Stage,Canada,Qatar,team_a_win,17,,,,
28.0,Group Stage,Mexico,South Korea,team_a_win,17,,,,
29.0,Group Stage,United States,Australia,team_a_win,17,,,,
30.0,Group Stage,Scotland,Morocco,team_a_loss,17,,,,
31.0,Group Stage,Brazil,Haiti,team_a_win,17,,,,
34.0,Group Stage,Germany,Ivory Coast,team_a_win,17,,,,
35.0,Group Stage,Ecuador,Curaçao,draw,17,,,,
36.0,Group Stage,Tunisia,Japan,team_a_loss,17,,,,
37.0,Group Stage,Spain,Saudi Arabia,team_a_win,17,,,,
38.0,Group Stage,Belgium,Iran,team_a_loss,17,,,,
40.0,Group Stage,New Zealand,Egypt,team_a_loss,17,,,,
41.0,Group Stage,Argentina,Austria,draw,17,,,,
43.0,Group Stage,Norway,Senegal,draw,17,,,,
44.0,Group Stage,Jordan,Algeria,team_a_loss,17,,,,
45.0,Group Stage,Portugal,Uzbekistan,team_a_win,17,,,,
46.0,Group Stage,England,Ghana,team_a_win,17,,,,
47.0,Group Stage,Panama,Croatia,team_a_loss,17,,,,
49.0,Group Stage,Switzerland,Canada,team_a_win,17,,,,
51.0,Group Stage,Scotland,Brazil,team_a_loss,17,,,,
52.0,Group Stage,Morocco,Haiti,team_a_win,17,,,,
54.0,Group Stage,South Africa,South Korea,team_a_loss,17,,,,
55.0,Group Stage,Curaçao,Ivory Coast,team_a_loss,17,,,,
56.0,Group Stage,Ecuador,Germany,team_a_loss,17,,,,
58.0,Group Stage,Tunisia,Netherlands,team_a_loss,17,,,,
60.0,Group Stage,Paraguay,Australia,draw,17,,,,
61.0,Group Stage,Norway,France,draw,17,,,,
64.0,Group Stage,Uruguay,Spain,team_a_loss,17,,,,
65.0,Group Stage,Egypt,Iran,draw,17,,,,
66.0,Group Stage,New Zealand,Belgium,team_a_loss,17,,,,
67.0,Group Stage,Panama,England,team_a_loss,17,,,,
68.0,Group Stage,Croatia,Ghana,team_a_win,17,,,,
69.0,Group Stage,Colombia,Portugal,team_a_loss,17,,,,
71.0,Group Stage,Algeria,Austria,draw,17,,,,
72.0,Group Stage,Jordan,Argentina,team_a_loss,17,,,,
,Round of 32,Mexico,Canada,team_a_win,17,R32_M1,Mexico,Canada,elo_fallback
,Round of 32,Brazil,Australia,team_a_win,17,R32_M2,Brazil,Australia,elo_fallback
,Round of 32,Germany,Netherlands,team_a_win,17,R32_M3,Germany,Netherlands,elo_fallback
,Round of 32,Iran,Uruguay,team_a_win,17,R32_M4,Iran,Uruguay,elo_fallback
,Round of 32,France,Austria,team_a_win,17,R32_M5,France,Austria,elo_fallback
,Round of 32,Portugal,Croatia,team_a_loss,17,R32_M6,Croatia,Portugal,elo_fallback
,Round of 32,Switzerland,South Korea,team_a_win,17,R32_M7,Switzerland,South Korea,elo_fallback
,Round of 32,United States,Morocco,team_a_loss,17,R32_M8,Morocco,United States,elo_fallback
,Round of 32,Japan,Ivory Coast,team_a_win,17,R32_M9,Japan,Ivory Coast,elo_fallback
,Round of 32,Spain,Belgium,team_a_win,17,R32_M10,Spain,Belgium,elo_fallback
,Round of 32,Argentina,Norway,team_a_win,17,R32_M11,Argentina,Norway,elo_fallback
,Round of 32,England,Uzbekistan,team_a_win,17,R32_M12,England,Uzbekistan,elo_fallback
,Round of 32,Egypt,Panama,team_a_win,17,R32_M13,Egypt,Panama,elo_fallback
,Round of 32,Algeria,Curaçao,team_a_win,17,R32_M14,Algeria,Curaçao,elo_fallback
,Round of 32,Haiti,Colombia,team_a_loss,17,R32_M15,Colombia,Haiti,elo_fallback
,Round of 32,Paraguay,Senegal,team_a_loss,17,R32_M16,Senegal,Paraguay,elo_fallback
,Round of 16,Mexico,Brazil,team_a_win,17,R16_M1,Mexico,Brazil,elo_fallback
,Round of 16,Germany,Iran,team_a_loss,17,R16_M2,Iran,Germany,elo_fallback
,Round of 16,France,Croatia,team_a_win,17,R16_M3,France,Croatia,elo_fallback
,Round of 16,Switzerland,Morocco,team_a_win,17,R16_M4,Switzerland,Morocco,elo_fallback
,Round of 16,Japan,Spain,team_a_loss,17,R16_M5,Spain,Japan,elo_fallback
,Round of 16,Argentina,England,team_a_win,17,R16_M6,Argentina,England,elo_fallback
,Round of 16,Egypt,Algeria,team_a_win,17,R16_M7,Egypt,Algeria,elo_fallback
,Round of 16,Colombia,Senegal,team_a_loss,17,R16_M8,Senegal,Colombia,elo_fallback
,Quarterfinal,Mexico,Iran,team_a_win,17,QF_M1,Mexico,Iran,elo_fallback
,Quarterfinal,France,Switzerland,team_a_loss,17,QF_M2,Switzerland,France,elo_fallback
,Quarterfinal,Spain,Argentina,team_a_loss,17,QF_M3,Argentina,Spain,elo_fallback
,Quarterfinal,Egypt,Senegal,team_a_loss,17,QF_M4,Senegal,Egypt,elo_fallback
,Semifinal,Mexico,Switzerland,team_a_loss,17,SF_M1,Switzerland,Mexico,elo_fallback
,Semifinal,Argentina,Senegal,team_a_loss,17,SF_M2,Senegal,Argentina,elo_fallback
,Final,Switzerland,Senegal,team_a_loss,17,FINAL_M1,Senegal,Switzerland,elo_fallback
1.0,Group Stage,Mexico,South Africa,team_a_win,18,,,,
4.0,Group Stage,United States,Paraguay,draw,18,,,,
5.0,Group Stage,Qatar,Switzerland,draw,18,,,,
6.0,Group Stage,Brazil,Morocco,team_a_win,18,,,,
7.0,Group Stage,Haiti,Scotland,team_a_loss,18,,,,
9.0,Group Stage,Germany,Curaçao,team_a_win,18,,,,
10.0,Group Stage,Netherlands,Japan,team_a_loss,18,,,,
11.0,Group Stage,Ivory Coast,Ecuador,team_a_win,18,,,,
14.0,Group Stage,Belgium,Egypt,draw,18,,,,
15.0,Group Stage,Saudi Arabia,Uruguay,team_a_loss,18,,,,
16.0,Group Stage,Iran,New Zealand,draw,18,,,,
17.0,Group Stage,France,Senegal,draw,18,,,,
19.0,Group Stage,Argentina,Algeria,team_a_win,18,,,,
20.0,Group Stage,Austria,Jordan,team_a_loss,18,,,,
22.0,Group Stage,England,Croatia,draw,18,,,,
23.0,Group Stage,Ghana,Panama,team_a_loss,18,,,,
24.0,Group Stage,Uzbekistan,Colombia,team_a_loss,18,,,,
27.0,Group Stage,Canada,Qatar,team_a_win,18,,,,
28.0,Group Stage,Mexico,South Korea,team_a_win,18,,,,
29.0,Group Stage,United States,Australia,draw,18,,,,
30.0,Group Stage,Scotland,Morocco,team_a_loss,18,,,,
31.0,Group Stage,Brazil,Haiti,draw,18,,,,
34.0,Group Stage,Germany,Ivory Coast,draw,18,,,,
35.0,Group Stage,Ecuador,Curaçao,team_a_win,18,,,,
36.0,Group Stage,Tunisia,Japan,team_a_win,18,,,,
37.0,Group Stage,Spain,Saudi Arabia,team_a_win,18,,,,
38.0,Group Stage,Belgium,Iran,team_a_win,18,,,,
40.0,Group Stage,New Zealand,Egypt,team_a_loss,18,,,,
41.0,Group Stage,Argentina,Austria,team_a_win,18,,,,
43.0,Group Stage,Norway,Senegal,team_a_win,18,,,,
44.0,Group Stage,Jordan,Algeria,draw,18,,,,
45.0,Group Stage,Portugal,Uzbekistan,team_a_win,18,,,,
46.0,Group Stage,England,Ghana,team_a_win,18,,,,
47.0,Group Stage,Panama,Croatia,team_a_loss,18,,,,
49.0,Group Stage,Switzerland,Canada,team_a_win,18,,,,
51.0,Group Stage,Scotland,Brazil,team_a_win,18,,,,
52.0,Group Stage,Morocco,Haiti,team_a_win,18,,,,
54.0,Group Stage,South Africa,South Korea,team_a_win,18,,,,
55.0,Group Stage,Curaçao,Ivory Coast,team_a_loss,18,,,,
56.0,Group Stage,Ecuador,Germany,team_a_win,18,,,,
58.0,Group Stage,Tunisia,Netherlands,draw,18,,,,
60.0,Group Stage,Paraguay,Australia,team_a_loss,18,,,,
61.0,Group Stage,Norway,France,draw,18,,,,
64.0,Group Stage,Uruguay,Spain,team_a_loss,18,,,,
65.0,Group Stage,Egypt,Iran,team_a_win,18,,,,
66.0,Group Stage,New Zealand,Belgium,team_a_loss,18,,,,
67.0,Group Stage,Panama,England,team_a_loss,18,,,,
68.0,Group Stage,Croatia,Ghana,team_a_win,18,,,,
69.0,Group Stage,Colombia,Portugal,team_a_loss,18,,,,
71.0,Group Stage,Algeria,Austria,team_a_loss,18,,,,
72.0,Group Stage,Jordan,Argentina,team_a_loss,18,,,,
,Round of 32,Mexico,Canada,team_a_loss,18,R32_M1,Canada,Mexico,elo_fallback
,Round of 32,Morocco,United States,team_a_loss,18,R32_M2,United States,Morocco,elo_fallback
,Round of 32,Ivory Coast,Japan,team_a_win,18,R32_M3,Ivory Coast,Japan,elo_fallback
,Round of 32,Egypt,Uruguay,team_a_win,18,R32_M4,Egypt,Uruguay,elo_fallback
,Round of 32,Norway,Jordan,team_a_win,18,R32_M5,Norway,Jordan,elo_fallback
,Round of 32,Portugal,Croatia,team_a_loss,18,R32_M6,Croatia,Portugal,elo_fallback
,Round of 32,Switzerland,South Africa,team_a_win,18,R32_M7,Switzerland,South Africa,elo_fallback
,Round of 32,Australia,Scotland,team_a_win,18,R32_M8,Australia,Scotland,elo_fallback
,Round of 32,Tunisia,Ecuador,team_a_win,18,R32_M9,Tunisia,Ecuador,elo_fallback
,Round of 32,Spain,Belgium,team_a_loss,18,R32_M10,Belgium,Spain,elo_fallback
,Round of 32,Argentina,France,team_a_win,18,R32_M11,Argentina,France,elo_fallback
,Round of 32,England,Colombia,team_a_loss,18,R32_M12,Colombia,England,elo_fallback
,Round of 32,Brazil,Senegal,team_a_win,18,R32_M13,Brazil,Senegal,elo_fallback
,Round of 32,Germany,Netherlands,team_a_loss,18,R32_M14,Netherlands,Germany,elo_fallback
,Round of 32,Austria,Paraguay,team_a_win,18,R32_M15,Austria,Paraguay,elo_fallback
,Round of 32,Panama,Qatar,team_a_win,18,R32_M16,Panama,Qatar,elo_fallback
,Round of 16,Canada,United States,team_a_loss,18,R16_M1,United States,Canada,elo_fallback
,Round of 16,Ivory Coast,Egypt,team_a_loss,18,R16_M2,Egypt,Ivory Coast,elo_fallback
,Round of 16,Norway,Croatia,team_a_win,18,R16_M3,Norway,Croatia,elo_fallback
,Round of 16,Switzerland,Australia,team_a_win,18,R16_M4,Switzerland,Australia,elo_fallback
,Round of 16,Tunisia,Belgium,team_a_loss,18,R16_M5,Belgium,Tunisia,elo_fallback
,Round of 16,Argentina,Colombia,team_a_win,18,R16_M6,Argentina,Colombia,elo_fallback
,Round of 16,Brazil,Netherlands,team_a_win,18,R16_M7,Brazil,Netherlands,elo_fallback
,Round of 16,Austria,Panama,team_a_loss,18,R16_M8,Panama,Austria,elo_fallback
,Quarterfinal,United States,Egypt,team_a_win,18,QF_M1,United States,Egypt,elo_fallback
,Quarterfinal,Norway,Switzerland,team_a_loss,18,QF_M2,Switzerland,Norway,elo_fallback
,Quarterfinal,Belgium,Argentina,team_a_win,18,QF_M3,Belgium,Argentina,elo_fallback
,Quarterfinal,Brazil,Panama,team_a_win,18,QF_M4,Brazil,Panama,elo_fallback
,Semifinal,United States,Switzerland,team_a_loss,18,SF_M1,Switzerland,United States,elo_fallback
,Semifinal,Belgium,Brazil,team_a_win,18,SF_M2,Belgium,Brazil,elo_fallback
,Final,Switzerland,Belgium,team_a_loss,18,FINAL_M1,Belgium,Switzerland,elo_fallback
1.0,Group Stage,Mexico,South Africa,draw,19,,,,
4.0,Group Stage,United States,Paraguay,team_a_win,19,,,,
5.0,Group Stage,Qatar,Switzerland,team_a_win,19,,,,
6.0,Group Stage,Brazil,Morocco,team_a_win,19,,,,
7.0,Group Stage,Haiti,Scotland,team_a_loss,19,,,,
9.0,Group Stage,Germany,Curaçao,team_a_win,19,,,,
10.0,Group Stage,Netherlands,Japan,team_a_win,19,,,,
11.0,Group Stage,Ivory Coast,Ecuador,draw,19,,,,
14.0,Group Stage,Belgium,Egypt,team_a_win,19,,,,
15.0,Group Stage,Saudi Arabia,Uruguay,team_a_loss,19,,,,
16.0,Group Stage,Iran,New Zealand,team_a_win,19,,,,
17.0,Group Stage,France,Senegal,draw,19,,,,
19.0,Group Stage,Argentina,Algeria,team_a_win,19,,,,
20.0,Group Stage,Austria,Jordan,team_a_win,19,,,,
22.0,Group Stage,England,Croatia,draw,19,,,,
23.0,Group Stage,Ghana,Panama,draw,19,,,,
24.0,Group Stage,Uzbekistan,Colombia,team_a_loss,19,,,,
27.0,Group Stage,Canada,Qatar,team_a_win,19,,,,
28.0,Group Stage,Mexico,South Korea,team_a_win,19,,,,
29.0,Group Stage,United States,Australia,team_a_win,19,,,,
30.0,Group Stage,Scotland,Morocco,team_a_loss,19,,,,
31.0,Group Stage,Brazil,Haiti,team_a_win,19,,,,
34.0,Group Stage,Germany,Ivory Coast,team_a_win,19,,,,
35.0,Group Stage,Ecuador,Curaçao,team_a_win,19,,,,
36.0,Group Stage,Tunisia,Japan,team_a_win,19,,,,
37.0,Group Stage,Spain,Saudi Arabia,team_a_win,19,,,,
38.0,Group Stage,Belgium,Iran,team_a_loss,19,,,,
40.0,Group Stage,New Zealand,Egypt,team_a_loss,19,,,,
41.0,Group Stage,Argentina,Austria,team_a_win,19,,,,
43.0,Group Stage,Norway,Senegal,team_a_win,19,,,,
44.0,Group Stage,Jordan,Algeria,team_a_loss,19,,,,
45.0,Group Stage,Portugal,Uzbekistan,draw,19,,,,
46.0,Group Stage,England,Ghana,team_a_win,19,,,,
47.0,Group Stage,Panama,Croatia,team_a_loss,19,,,,
49.0,Group Stage,Switzerland,Canada,team_a_win,19,,,,
51.0,Group Stage,Scotland,Brazil,team_a_loss,19,,,,
52.0,Group Stage,Morocco,Haiti,team_a_win,19,,,,
54.0,Group Stage,South Africa,South Korea,team_a_win,19,,,,
55.0,Group Stage,Curaçao,Ivory Coast,team_a_loss,19,,,,
56.0,Group Stage,Ecuador,Germany,draw,19,,,,
58.0,Group Stage,Tunisia,Netherlands,draw,19,,,,
60.0,Group Stage,Paraguay,Australia,team_a_win,19,,,,
61.0,Group Stage,Norway,France,team_a_win,19,,,,
64.0,Group Stage,Uruguay,Spain,team_a_loss,19,,,,
65.0,Group Stage,Egypt,Iran,draw,19,,,,
66.0,Group Stage,New Zealand,Belgium,team_a_loss,19,,,,
67.0,Group Stage,Panama,England,draw,19,,,,
68.0,Group Stage,Croatia,Ghana,team_a_win,19,,,,
69.0,Group Stage,Colombia,Portugal,draw,19,,,,
71.0,Group Stage,Algeria,Austria,team_a_loss,19,,,,
72.0,Group Stage,Jordan,Argentina,team_a_loss,19,,,,
,Round of 32,Mexico,Qatar,team_a_loss,19,R32_M1,Qatar,Mexico,elo_fallback
,Round of 32,Brazil,Paraguay,team_a_win,19,R32_M2,Brazil,Paraguay,elo_fallback
,Round of 32,Germany,Tunisia,team_a_win,19,R32_M3,Germany,Tunisia,elo_fallback
,Round of 32,Iran,Uruguay,team_a_loss,19,R32_M4,Uruguay,Iran,elo_fallback
,Round of 32,Norway,Austria,team_a_loss,19,R32_M5,Austria,Norway,elo_fallback
,Round of 32,Colombia,England,team_a_loss,19,R32_M6,England,Colombia,elo_fallback
,Round of 32,Canada,South Africa,team_a_win,19,R32_M7,Canada,South Africa,elo_fallback
,Round of 32,United States,Morocco,team_a_loss,19,R32_M8,Morocco,United States,elo_fallback
,Round of 32,Netherlands,Ecuador,team_a_win,19,R32_M9,Netherlands,Ecuador,elo_fallback
,Round of 32,Spain,Belgium,team_a_win,19,R32_M10,Spain,Belgium,elo_fallback
,Round of 32,Argentina,Senegal,team_a_loss,19,R32_M11,Senegal,Argentina,elo_fallback
,Round of 32,Croatia,Portugal,team_a_loss,19,R32_M12,Portugal,Croatia,elo_fallback
,Round of 32,Ivory Coast,Uzbekistan,team_a_win,19,R32_M13,Ivory Coast,Uzbekistan,elo_fallback
,Round of 32,Egypt,France,team_a_loss,19,R32_M14,France,Egypt,elo_fallback
,Round of 32,Switzerland,Panama,team_a_win,19,R32_M15,Switzerland,Panama,elo_fallback
,Round of 32,Scotland,Algeria,team_a_win,19,R32_M16,Scotland,Algeria,elo_fallback
,Round of 16,Qatar,Brazil,team_a_win,19,R16_M1,Qatar,Brazil,elo_fallback
,Round of 16,Germany,Uruguay,team_a_loss,19,R16_M2,Uruguay,Germany,elo_fallback
,Round of 16,Austria,England,team_a_loss,19,R16_M3,England,Austria,elo_fallback
,Round of 16,Canada,Morocco,team_a_loss,19,R16_M4,Morocco,Canada,elo_fallback
,Round of 16,Netherlands,Spain,team_a_win,19,R16_M5,Netherlands,Spain,elo_fallback
,Round of 16,Senegal,Portugal,team_a_loss,19,R16_M6,Portugal,Senegal,elo_fallback
,Round of 16,Ivory Coast,France,team_a_loss,19,R16_M7,France,Ivory Coast,elo_fallback
,Round of 16,Switzerland,Scotland,team_a_win,19,R16_M8,Switzerland,Scotland,elo_fallback
,Quarterfinal,Qatar,Uruguay,team_a_win,19,QF_M1,Qatar,Uruguay,elo_fallback
,Quarterfinal,England,Morocco,team_a_win,19,QF_M2,England,Morocco,elo_fallback
,Quarterfinal,Netherlands,Portugal,team_a_loss,19,QF_M3,Portugal,Netherlands,elo_fallback
,Quarterfinal,France,Switzerland,team_a_win,19,QF_M4,France,Switzerland,elo_fallback
,Semifinal,Qatar,England,team_a_loss,19,SF_M1,England,Qatar,elo_fallback
,Semifinal,Portugal,France,team_a_loss,19,SF_M2,France,Portugal,elo_fallback
,Final,England,France,team_a_loss,19,FINAL_M1,France,England,elo_fallback
1.0,Group Stage,Mexico,South Africa,team_a_win,20,,,,
4.0,Group Stage,United States,Paraguay,team_a_win,20,,,,
5.0,Group Stage,Qatar,Switzerland,team_a_win,20,,,,
6.0,Group Stage,Brazil,Morocco,team_a_loss,20,,,,
7.0,Group Stage,Haiti,Scotland,team_a_win,20,,,,
9.0,Group Stage,Germany,Curaçao,draw,20,,,,
10.0,Group Stage,Netherlands,Japan,team_a_win,20,,,,
11.0,Group Stage,Ivory Coast,Ecuador,team_a_win,20,,,,
14.0,Group Stage,Belgium,Egypt,team_a_win,20,,,,
15.0,Group Stage,Saudi Arabia,Uruguay,draw,20,,,,
16.0,Group Stage,Iran,New Zealand,team_a_win,20,,,,
17.0,Group Stage,France,Senegal,team_a_win,20,,,,
19.0,Group Stage,Argentina,Algeria,team_a_win,20,,,,
20.0,Group Stage,Austria,Jordan,team_a_win,20,,,,
22.0,Group Stage,England,Croatia,team_a_win,20,,,,
23.0,Group Stage,Ghana,Panama,team_a_loss,20,,,,
24.0,Group Stage,Uzbekistan,Colombia,team_a_loss,20,,,,
27.0,Group Stage,Canada,Qatar,team_a_win,20,,,,
28.0,Group Stage,Mexico,South Korea,team_a_win,20,,,,
29.0,Group Stage,United States,Australia,team_a_loss,20,,,,
30.0,Group Stage,Scotland,Morocco,team_a_win,20,,,,
31.0,Group Stage,Brazil,Haiti,team_a_win,20,,,,
34.0,Group Stage,Germany,Ivory Coast,draw,20,,,,
35.0,Group Stage,Ecuador,Curaçao,team_a_win,20,,,,
36.0,Group Stage,Tunisia,Japan,team_a_win,20,,,,
37.0,Group Stage,Spain,Saudi Arabia,team_a_win,20,,,,
38.0,Group Stage,Belgium,Iran,team_a_loss,20,,,,
40.0,Group Stage,New Zealand,Egypt,team_a_loss,20,,,,
41.0,Group Stage,Argentina,Austria,team_a_loss,20,,,,
43.0,Group Stage,Norway,Senegal,team_a_win,20,,,,
44.0,Group Stage,Jordan,Algeria,team_a_win,20,,,,
45.0,Group Stage,Portugal,Uzbekistan,team_a_loss,20,,,,
46.0,Group Stage,England,Ghana,team_a_win,20,,,,
47.0,Group Stage,Panama,Croatia,team_a_loss,20,,,,
49.0,Group Stage,Switzerland,Canada,team_a_win,20,,,,
51.0,Group Stage,Scotland,Brazil,draw,20,,,,
52.0,Group Stage,Morocco,Haiti,team_a_win,20,,,,
54.0,Group Stage,South Africa,South Korea,team_a_loss,20,,,,
55.0,Group Stage,Curaçao,Ivory Coast,team_a_loss,20,,,,
56.0,Group Stage,Ecuador,Germany,team_a_win,20,,,,
58.0,Group Stage,Tunisia,Netherlands,team_a_loss,20,,,,
60.0,Group Stage,Paraguay,Australia,team_a_loss,20,,,,
61.0,Group Stage,Norway,France,team_a_loss,20,,,,
64.0,Group Stage,Uruguay,Spain,draw,20,,,,
65.0,Group Stage,Egypt,Iran,team_a_win,20,,,,
66.0,Group Stage,New Zealand,Belgium,team_a_loss,20,,,,
67.0,Group Stage,Panama,England,draw,20,,,,
68.0,Group Stage,Croatia,Ghana,team_a_win,20,,,,
69.0,Group Stage,Colombia,Portugal,team_a_win,20,,,,
71.0,Group Stage,Algeria,Austria,team_a_loss,20,,,,
72.0,Group Stage,Jordan,Argentina,team_a_loss,20,,,,
,Round of 32,Mexico,Canada,team_a_win,20,R32_M1,Mexico,Canada,elo_fallback
,Round of 32,Morocco,United States,team_a_loss,20,R32_M2,United States,Morocco,elo_fallback
,Round of 32,Ivory Coast,Tunisia,team_a_loss,20,R32_M3,Tunisia,Ivory Coast,elo_fallback
,Round of 32,Belgium,Uruguay,team_a_loss,20,R32_M4,Uruguay,Belgium,elo_fallback
,Round of 32,France,Argentina,team_a_loss,20,R32_M5,Argentina,France,elo_fallback
,Round of 32,Colombia,Croatia,team_a_loss,20,R32_M6,Croatia,Colombia,elo_fallback
,Round of 32,Qatar,South Korea,team_a_loss,20,R32_M7,South Korea,Qatar,elo_fallback
,Round of 32,Australia,Scotland,team_a_loss,20,R32_M8,Scotland,Australia,elo_fallback
,Round of 32,Netherlands,Ecuador,team_a_win,20,R32_M9,Netherlands,Ecuador,elo_fallback
,Round of 32,Spain,Egypt,team_a_win,20,R32_M10,Spain,Egypt,elo_fallback
,Round of 32,Austria,Norway,team_a_win,20,R32_M11,Austria,Norway,elo_fallback
,Round of 32,England,Uzbekistan,team_a_loss,20,R32_M12,Uzbekistan,England,elo_fallback
,Round of 32,Iran,South Africa,team_a_win,20,R32_M13,Iran,South Africa,elo_fallback
,Round of 32,Brazil,Saudi Arabia,team_a_win,20,R32_M14,Brazil,Saudi Arabia,elo_fallback
,Round of 32,Panama,Germany,team_a_loss,20,R32_M15,Germany,Panama,elo_fallback
,Round of 32,Switzerland,Jordan,team_a_win,20,R32_M16,Switzerland,Jordan,elo_fallback
,Round of 16,Mexico,United States,team_a_loss,20,R16_M1,United States,Mexico,elo_fallback
,Round of 16,Tunisia,Uruguay,team_a_loss,20,R16_M2,Uruguay,Tunisia,elo_fallback
,Round of 16,Argentina,Croatia,team_a_win,20,R16_M3,Argentina,Croatia,elo_fallback
,Round of 16,South Korea,Scotland,team_a_win,20,R16_M4,South Korea,Scotland,elo_fallback
,Round of 16,Netherlands,Spain,team_a_win,20,R16_M5,Netherlands,Spain,elo_fallback
,Round of 16,Austria,Uzbekistan,team_a_win,20,R16_M6,Austria,Uzbekistan,elo_fallback
,Round of 16,Iran,Brazil,team_a_loss,20,R16_M7,Brazil,Iran,elo_fallback
,Round of 16,Germany,Switzerland,team_a_loss,20,R16_M8,Switzerland,Germany,elo_fallback
,Quarterfinal,United States,Uruguay,team_a_loss,20,QF_M1,Uruguay,United States,elo_fallback
,Quarterfinal,Argentina,South Korea,team_a_win,20,QF_M2,Argentina,South Korea,elo_fallback
,Quarterfinal,Netherlands,Austria,team_a_win,20,QF_M3,Netherlands,Austria,elo_fallback
,Quarterfinal,Brazil,Switzerland,team_a_win,20,QF_M4,Brazil,Switzerland,elo_fallback
,Semifinal,Uruguay,Argentina,team_a_win,20,SF_M1,Uruguay,Argentina,elo_fallback
,Semifinal,Netherlands,Brazil,team_a_win,20,SF_M2,Netherlands,Brazil,elo_fallback
,Final,Uruguay,Netherlands,team_a_loss,20,FINAL_M1,Netherlands,Uruguay,elo_fallback
1.0,Group Stage,Mexico,South Africa,team_a_win,21,,,,
4.0,Group Stage,United States,Paraguay,team_a_win,21,,,,
5.0,Group Stage,Qatar,Switzerland,team_a_loss,21,,,,
6.0,Group Stage,Brazil,Morocco,draw,21,,,,
7.0,Group Stage,Haiti,Scotland,team_a_win,21,,,,
9.0,Group Stage,Germany,Curaçao,team_a_win,21,,,,
10.0,Group Stage,Netherlands,Japan,team_a_win,21,,,,
11.0,Group Stage,Ivory Coast,Ecuador,team_a_win,21,,,,
14.0,Group Stage,Belgium,Egypt,team_a_loss,21,,,,
15.0,Group Stage,Saudi Arabia,Uruguay,draw,21,,,,
16.0,Group Stage,Iran,New Zealand,team_a_win,21,,,,
17.0,Group Stage,France,Senegal,team_a_win,21,,,,
19.0,Group Stage,Argentina,Algeria,draw,21,,,,
20.0,Group Stage,Austria,Jordan,team_a_win,21,,,,
22.0,Group Stage,England,Croatia,team_a_win,21,,,,
23.0,Group Stage,Ghana,Panama,draw,21,,,,
